,VOC,JSC,FF,PCE,Electrolyte,Molecule SMILE,Exposure time (h),Solar simulator at 1.5G (mW/cm2),Dye loading (nmol/cm2),Semiconductor Type,Semiconductor Film Thickness (um),Semiconductor Scattering Layer Thickness (um),Used Co-sensitizer,Used Co-adsorbent,Co-adsorbent type,Co-adsorbent Conc. (mM),Active area (cm2)
3561,676.0,17.432,0.7103,8.37,Iodide_Triiodide,CN(c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)C,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3562,676.0,17.867,0.726,8.77,Iodide_Triiodide,CCCCCCCCN(c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CCCCCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3563,662.0,13.719,0.704,6.39,Iodide_Triiodide,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)N(C)C)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3564,632.0,17.019,0.7212,5.91,Iodide_Triiodide,CCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCC)cccc1OCCCC)/C#Cc1ccc(cc1)N(C)C)/C#Cc1ccc(cc1)C(=O)O)OCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3565,710.0,20.397,0.694,10.05,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)N(C)C)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3566,669.0,18.561,0.7183,8.92,Iodide_Triiodide,CCCCCCCCN(c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc(cc1)C(=O)O)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)CCCCCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3567,707.0,20.587,0.7037,10.24,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)N(CCCCCCCC)CCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3568,714.0,18.33,0.6838,8.94,Iodide_Triiodide,CCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCC)cccc1OCCCCCCCC)/C#Cc1ccc(cc1)N(C)C)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCC,2.0,100.0,152.64,TiO2,17.0,5.0,0,0,None,0.0,0.16
3569,660.0,10.562,0.733,5.11,Iodide_Triiodide,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccccc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.0,100.0,90.0,TiO2,14.0,5.0,0,0,None,0.0,0.16
3570,682.0,15.921,0.7208,7.83,Iodide_Triiodide,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1cccc2c1cccc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.0,100.0,96.0,TiO2,14.0,5.0,0,0,None,0.0,0.16
3571,654.0,14.044,0.7311,6.62,Iodide_Triiodide,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1c2ccccc2cc2c1cccc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.0,100.0,107.0,TiO2,14.0,5.0,0,0,None,0.0,0.16
3572,678.0,17.019,0.7162,8.26,Iodide_Triiodide,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1cc2ccccc2c2c1cccc2)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.0,100.0,113.0,TiO2,14.0,5.0,0,0,None,0.0,0.16
3573,711.0,19.627,0.7209,10.06,Iodide_Triiodide,OC(=O)c1ccc(cc1)C#C/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C)/c1cc(cc(c1)C(C)(C)C)C(C)(C)C,2.0,100.0,109.0,TiO2,14.0,5.0,0,0,None,0.0,0.16
3574,680.0,15.73,0.64,6.84,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,0,None,0.0,0.25
3575,670.0,11.98,0.45,3.63,Iodide_Triiodide,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,12.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.25
3576,740.0,12.6,0.7,6.54,Iodide_Triiodide,S=C=N[Ru]12(N=C=S)(N3CCC(CC3C3N2CCC(C3)C(=O)[O-])C(=O)O)N2CCC(CC2C2N1CCC(C2)C(=O)[O-])C(=O)O.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC,12.0,100.0,152.64,TiO2,7.0,0.0,0,0,None,0.0,0.3
3577,702.0,16.22,0.7,7.94,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,0,None,0.0,0.25
3578,746.0,17.53,0.71,9.24,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3579,753.0,17.4,0.68,8.92,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3580,693.0,17.9,0.68,8.0,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3581,697.0,18.22,0.7,8.96,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3582,704.0,18.18,0.69,8.77,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3583,698.0,17.6,0.7,8.59,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OC)c(cc1OC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3584,590.0,5.38,0.66,2.09,Iodide_Triiodide,OC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/c1ccccc1)/c1ccccc1,12.0,100.0,152.64,TiO2,9.5,4.0,0,0,None,0.0,0.25
3585,705.0,18.42,0.7,9.05,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OC)c(cc1OC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3586,711.0,17.9,0.71,8.91,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OC)c(cc1OC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3587,725.0,18.2,0.69,9.0,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3588,736.0,20.15,0.71,10.45,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3589,740.0,19.97,0.69,10.09,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3590,490.0,5.5,0.65,1.75,Iodide_Triiodide,COc1cc(cc(c1OC)OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OC)/c1ccc(cc1)C(=O)O)/c1cc(OC)c(c(c1)OC)OC,12.0,100.0,183.0,TiO2,12.5,0.0,0,0,None,0.0,0.96
3591,400.0,4.0,0.66,1.06,Iodide_Triiodide,COc1cc(cc(c1OC)OC)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1cc(OC)c(c(c1)OC)OC)/c1ccc(cc1)/N=C/c1ccc(cc1)C(=O)O)/c1cc(OC)c(c(c1)OC)OC,12.0,100.0,126.0,TiO2,12.5,0.0,0,0,None,0.0,0.96
3592,725.0,17.07,0.7,8.6,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)N(c1ccccc1)c1ccccc1)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,1,CDCA,2.0,0.25
3593,720.0,18.02,0.67,8.7,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OC)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,1,CDCA,2.0,0.25
3594,734.0,17.92,0.7,9.1,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4cc(OCCCCCC)c(cc4OCCCCCC)N(c4ccc(cc4)OCCCCCC)c4ccc(cc4)OCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,1,CDCA,2.0,0.25
3595,700.0,18.79,0.72,9.5,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4cc(OCCCCCC)c(cc4OCCCCCC)N(c4ccc(cc4)OCCCCCC)c4ccc(cc4)OCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,1,CDCA,2.0,0.25
3596,765.0,18.54,0.7,9.9,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1ccc(cc1)C(=O)O)/C#Cc1cc(OCCCCCC)c(cc1OCCCCCC)N(c1ccccc1)c1ccccc1)OCCCCCCCCCCCC,1.5,100.0,152.64,TiO2,12.0,5.0,1,1,CDCA,2.0,0.25
3597,763.0,18.88,0.71,10.1,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OCCCCCC)c(cc1OC)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OC)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,1.5,100.0,152.64,TiO2,12.0,5.0,1,1,CDCA,2.0,0.25
3598,773.0,19.01,0.72,10.4,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4cc(OCCCCCC)c(cc4OCCCCCC)N(c4ccc(cc4)OCCCCCC)c4ccc(cc4)OCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,1.5,100.0,152.64,TiO2,12.0,5.0,1,1,CDCA,2.0,0.25
3599,670.0,14.03,0.69,6.49,Iodide_Triiodide,S=C=N[Ru]12(N=C=S)(N3C=C[C@H](C=C3C3=C[C@@H](C=CN23)C(=O)O)C(=O)O)N2C=C[C@H](C=C2C2=C[C@@H](C=CN12)C(=O)O)C(=O)O,12.0,100.0,152.64,TiO2,12.0,0.0,0,0,None,0.0,0.25
3600,716.0,14.99,0.66,7.13,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,0,None,0.0,0.25
3601,694.0,15.6,0.68,7.32,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C#Cc1cc(OC)c(cc1OC)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,0,0,None,0.0,0.25
3602,729.0,16.9,0.7,8.67,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C#Cc1ccc(cc1)C(=O)O)OCCCCCCCCCCCC,10.0,100.0,152.64,TiO2,12.0,5.0,1,0,None,0.0,0.25
3603,748.0,20.3,0.72,10.9,Iodide_Triiodide,CCCCCCCCCCCCOc1cccc(c1/C/1=c/2\cc/c/3=C(\C#Cc4cc(OCCCCCC)c(cc4OCCCCCC)N(c4ccc(cc4)OCCCCCC)c4ccc(cc4)OCCCCCC)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/C#Cc1ccc(c2c1nsn2)c1ccc(cc1)C(=O)O)cc5)/c1c(OCCCCCCCCCCCC)cccc1OCCCCCCCCCCCC)/C=C4)OCCCCCCCCCCCC,1.5,100.0,152.64,TiO2,12.0,5.0,1,1,CDCA,2.0,0.25
3604,676.0,16.59,0.7,7.88,Iodide_Triiodide,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,15.0,0.0,0,1,DCA,0.4,0.25
3605,683.0,17.03,0.7,8.14,Iodide_Triiodide,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,15.0,0.0,1,1,DCA,0.4,0.25
3606,678.0,16.6,0.7,7.88,Iodide_Triiodide,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,12.0,100.0,152.64,TiO2,15.0,0.0,1,1,DCA,0.4,0.25
3607,540.0,7.57,0.67,2.74,Iodide_Triiodide,Cc1cc(C)c(c(c1)C)/C/1=c/2\cc/c/3=C(\c4ccc(cc4)N(c4ccccc4)c4ccccc4)/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccc(cc1)C(=O)O)cc5)/c1c(C)cc(cc1C)C)/C=C4,12.0,100.0,152.64,TiO2,9.5,4.0,0,0,None,0.0,0.25
3608,671.0,16.32,0.69,7.56,Iodide_Triiodide,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,18.0,100.0,152.64,TiO2,15.0,0.0,1,1,DCA,0.4,0.25
3609,661.0,15.99,0.65,6.87,Iodide_Triiodide,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,18.0,100.0,152.64,TiO2,15.0,0.0,1,1,DCA,0.4,0.25
3610,679.0,16.06,0.68,7.42,Iodide_Triiodide,CCCCCCc1cc(sc1/C=C(/C(=O)O)\C#N)c1ccc(c2c1nc(c1ccccc1)c(n2)c1ccccc1)c1ccc(cc1)/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccc(cc1)n1c2ccccc2c2c1cccc2)/C=C4)\c1ccccc1.CCCCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(c2c1nccn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,18.0,100.0,152.64,TiO2,15.0,0.0,1,1,DCA,0.4,0.25
